epoch,IoU,loss,val_IoU,val_loss
0,0.5602512955665588,1874.5123291015625,0.46767517924308777,1967.3348388671875
1,0.6104713082313538,1749.712158203125,0.5231172442436218,1910.709716796875
2,0.632769763469696,1732.5130615234375,0.5568856000900269,1876.0257568359375
3,0.650780439376831,1722.711181640625,0.5880075097084045,1814.6854248046875
4,0.6605086922645569,1716.679443359375,0.6080867648124695,1764.609375
5,0.6679499745368958,1713.113525390625,0.6088489294052124,1755.3079833984375
6,0.6741723418235779,1710.027587890625,0.6048508882522583,1738.6844482421875
7,0.6830233931541443,1705.8704833984375,0.6217184662818909,1726.751708984375
8,0.6860083937644958,1703.483154296875,0.6293638944625854,1720.0350341796875
9,0.6902546882629395,1701.3602294921875,0.29928305745124817,1931.052001953125
10,0.6914922595024109,1700.7996826171875,0.6070075631141663,1729.3184814453125
11,0.6976289749145508,1697.7015380859375,0.6713983416557312,1725.6368408203125
12,0.6996188759803772,1697.00927734375,0.5961969494819641,1733.868408203125
13,0.7011581063270569,1695.61767578125,0.42984190583229065,1825.0888671875
14,0.7049861550331116,1692.915283203125,0.6586102247238159,1711.2816162109375
15,0.7085849046707153,1692.9603271484375,0.6943503022193909,1701.989990234375
16,0.708965003490448,1691.54541015625,0.6321812868118286,1721.1258544921875
17,0.7105899453163147,1690.6063232421875,0.6997072696685791,1706.97265625
18,0.7128072381019592,1690.2491455078125,0.6916504502296448,1703.365234375
19,0.7124753594398499,1689.13134765625,0.7055948376655579,1700.886474609375
20,0.7177326679229736,1687.2249755859375,0.6949369311332703,1702.62841796875
21,0.7212106585502625,1685.6763916015625,0.7184674739837646,1694.222412109375
22,0.7201681137084961,1685.937744140625,0.6684496402740479,1712.87109375
23,0.722287654876709,1684.81640625,0.7065442800521851,1697.572021484375
24,0.7231307029724121,1685.053466796875,0.7125250101089478,1693.8040771484375
25,0.7251513600349426,1683.091552734375,0.7019799947738647,1706.5604248046875
26,0.7265772819519043,1683.398193359375,0.6180734038352966,1723.142822265625
27,0.7269982695579529,1682.51806640625,0.7123444676399231,1695.7364501953125
28,0.7291618585586548,1681.63720703125,0.5075260996818542,1776.96435546875
29,0.7298811078071594,1681.7137451171875,0.7147025465965271,1708.4005126953125
30,0.7316060066223145,1679.4471435546875,0.7153714895248413,1690.46435546875
31,0.7335366606712341,1679.86767578125,0.7051585912704468,1704.747802734375
32,0.7345572710037231,1679.26416015625,0.6464768648147583,1719.718017578125
