epoch,iou,loss,val_iou,val_loss
0,0.009713079780340195,0.5027742981910706,0.013117865659296513,0.4972972273826599
1,0.00986549723893404,0.49102383852005005,0.009834068827331066,0.4949091076850891
2,0.009355640970170498,0.4907512962818146,0.009005979634821415,0.4924655556678772
3,0.009130539372563362,0.4908386170864105,0.008784857578575611,0.49237698316574097
4,0.01045794878154993,0.4906078279018402,0.008235880173742771,0.4970877170562744
5,0.009671308100223541,0.49049824476242065,0.01065831445157528,0.4910963475704193
6,0.009664899669587612,0.4901752173900604,0.007756804581731558,0.49141937494277954
7,0.009800849482417107,0.48998817801475525,0.008172992616891861,0.4933841824531555
8,0.009897630661725998,0.48946714401245117,0.009375990368425846,0.4928394854068756
9,0.009934698231518269,0.48852962255477905,0.007090265862643719,0.5075114965438843
10,0.010309725068509579,0.48711299896240234,0.007141225505620241,0.4990820288658142
11,0.010905599221587181,0.48456326127052307,0.005327367689460516,0.5446039438247681
12,0.013728190213441849,0.4818587601184845,0.007935060188174248,0.5579942464828491
13,0.01607234589755535,0.47831958532333374,0.0024858415126800537,0.5957967638969421
14,0.020930476486682892,0.47537723183631897,0.0014978363178670406,0.6389086246490479
15,0.02350960671901703,0.47273895144462585,0.006795790977776051,0.5493088364601135
16,0.026698241010308266,0.47005578875541687,0.003366085235029459,0.5932414531707764
17,0.03454340994358063,0.46787509322166443,0.006120057310909033,0.5673503875732422
18,0.03815257549285889,0.4656730890274048,0.010299204848706722,0.544306218624115
19,0.045521389693021774,0.46415120363235474,0.008978071622550488,0.5108712911605835
20,0.05020870640873909,0.4627840220928192,0.008184117265045643,0.5209553241729736
21,0.05478581413626671,0.46124446392059326,0.0073877787217497826,0.5334510207176208
22,0.0621429942548275,0.4599859416484833,0.005055455025285482,0.5740563869476318
23,0.06523226946592331,0.45924386382102966,0.005059817805886269,0.567127525806427
24,0.07424886524677277,0.45829668641090393,0.005066073965281248,0.573112428188324
25,0.08131469786167145,0.45736777782440186,0.003108696546405554,0.6092107892036438
26,0.07915174216032028,0.45722129940986633,0.0032924029510468245,0.6265496611595154
27,0.08256609737873077,0.45679962635040283,0.0049065412022173405,0.5892691016197205
28,0.08976966887712479,0.4561171531677246,0.003037548391148448,0.6523823738098145
29,0.0897548571228981,0.45606207847595215,0.0048543792217969894,0.5895174741744995
30,0.08788681030273438,0.45595884323120117,0.0035431315191090107,0.6011080145835876
31,0.0951806828379631,0.45566272735595703,0.008182654157280922,0.5540428757667542
32,0.09616474062204361,0.45547524094581604,0.0034143272787332535,0.6322968602180481
33,0.10440275818109512,0.4549100697040558,0.0023596524260938168,0.6310505270957947
34,0.1085110604763031,0.45475834608078003,0.007141930516809225,0.5467324256896973
35,0.10742242634296417,0.4548410475254059,0.006258630659431219,0.5316821336746216
36,0.10975892841815948,0.4545947313308716,0.00914285983890295,0.5401139855384827
37,0.10703123360872269,0.45465102791786194,0.004473712295293808,0.5986142158508301
38,0.11198784410953522,0.454355388879776,0.006642242427915335,0.5653377771377563
39,0.10883040726184845,0.4544444978237152,0.00798957422375679,0.5537087917327881
40,0.11649247258901596,0.45425423979759216,0.006953039672225714,0.5627474784851074
41,0.11872918158769608,0.4540211260318756,0.004521283786743879,0.6127320528030396
42,0.1215023621916771,0.453948974609375,0.0008579673594795167,0.7468873858451843
43,0.11650727689266205,0.4542940557003021,0.008672933094203472,0.5575911402702332
44,0.11765670031309128,0.45419490337371826,0.007655038498342037,0.5334154367446899
45,0.11678140610456467,0.4541514217853546,0.008763395249843597,0.5297377705574036
