epoch,loss,val_loss
0,0.042613837867975235,0.2275143265724182
1,0.04002434387803078,0.22907143831253052
2,0.039887603372335434,0.250283420085907
3,0.03988157957792282,0.26677149534225464
4,0.03958284109830856,0.24865593016147614
5,0.039449721574783325,0.2440960556268692
6,0.03924844041466713,0.2197488248348236
7,0.038768038153648376,0.2169850766658783
8,0.03813024237751961,0.21520692110061646
9,0.03709184005856514,0.16266290843486786
10,0.03529141843318939,0.22238217294216156
11,0.03243090212345123,0.2944895029067993
12,0.02922154776751995,0.3448784053325653
13,0.026006007567048073,0.4770503342151642
14,0.02328777313232422,0.3935317397117615
15,0.020298266783356667,0.3001660406589508
16,0.017889348790049553,0.3766486644744873
17,0.01577691361308098,0.4843720495700836
18,0.01409582607448101,0.5164040327072144
19,0.01267084851861,0.5629327297210693
20,0.011685143224895,0.6641549468040466
21,0.010614436119794846,0.6822728514671326
22,0.009431805461645126,0.4859875440597534
23,0.008866790682077408,0.48497629165649414
24,0.008238623850047588,0.5678398609161377
25,0.007749335374683142,0.5489472150802612
26,0.007062130142003298,0.474240243434906
27,0.006948593072593212,0.325948029756546
28,0.00661098025739193,0.3861472010612488
29,0.006558896508067846,0.4364476203918457
30,0.006589723750948906,0.5285260677337646
31,0.006012316327542067,0.2668449878692627
32,0.005992663558572531,0.36243364214897156
33,0.005636213812977076,0.26379016041755676
34,0.005635872483253479,0.393169641494751
35,0.0054190559312701225,0.43973514437675476
36,0.0056001790799200535,0.3037526309490204
37,0.005471865180879831,0.485903799533844
38,0.005093628074973822,0.35160931944847107
39,0.00521452259272337,0.3904445171356201
40,0.005166794639080763,0.3010393977165222
41,0.004994357470422983,0.1568363904953003
42,0.005119779612869024,0.16672265529632568
43,0.004868773743510246,0.20422214269638062
44,0.00480819633230567,0.19116990268230438
45,0.004906350281089544,0.14999310672283173
46,0.0047561367973685265,0.19313737750053406
47,0.00459237489849329,0.17331762611865997
48,0.004602071363478899,0.4991588890552521
49,0.004595589358359575,0.25327518582344055
