epoch,loss,val_loss
0,0.09434439241886139,0.3492320477962494
1,0.07233740389347076,0.3409389853477478
2,0.05962018668651581,0.2621753513813019
3,0.05092279613018036,0.16097961366176605
4,0.044965729117393494,0.18737293779850006
5,0.04230368509888649,0.199469655752182
6,0.04088788479566574,0.2072717696428299
7,0.040160588920116425,0.21628756821155548
8,0.03970484435558319,0.209502711892128
9,0.039397284388542175,0.2013637125492096
10,0.03919188678264618,0.19685333967208862
11,0.038790348917245865,0.17666538059711456
12,0.03837268054485321,0.20457269251346588
13,0.03784920275211334,0.18129773437976837
14,0.03675725683569908,0.2634027302265167
15,0.035916123539209366,0.17414900660514832
16,0.03395866975188255,0.22302134335041046
17,0.032340969890356064,0.22539517283439636
18,0.030550077557563782,0.19444753229618073
19,0.028417246416211128,0.3760150074958801
20,0.02657555602490902,0.2231484204530716
21,0.024666687473654747,0.24223308265209198
22,0.023196576163172722,0.3613743782043457
23,0.021701790392398834,0.44483956694602966
24,0.020222051069140434,0.3733336329460144
25,0.01840730756521225,0.36660489439964294
26,0.017610758543014526,0.4017406105995178
27,0.01606963388621807,0.3359721601009369
28,0.015328486450016499,0.4445083737373352
29,0.014185229316353798,0.4673606753349304
30,0.01347375102341175,0.3781934678554535
31,0.012676579877734184,0.3520444631576538
32,0.011784864589571953,0.4484705328941345
33,0.011254629120230675,0.38961318135261536
34,0.010720712132751942,0.4266200661659241
35,0.01049791183322668,0.35873791575431824
36,0.009923866018652916,0.32737037539482117
37,0.009551591239869595,0.2535402774810791
38,0.009492234326899052,0.1253100037574768
39,0.009084158577024937,0.1887209415435791
40,0.008699205704033375,0.3032256066799164
41,0.008313946425914764,0.3187161386013031
42,0.008493990637362003,0.4519525468349457
43,0.008265215903520584,0.5030106902122498
44,0.007889232598245144,0.3557164669036865
45,0.007669451180845499,0.40411701798439026
46,0.007641952019184828,0.3976084589958191
47,0.007359516341239214,0.42585286498069763
48,0.007428254932165146,0.41978541016578674
49,0.0075081423856318,0.27596691250801086
50,0.007425796240568161,0.28786927461624146
51,0.007139585912227631,0.309039831161499
52,0.006822460796684027,0.1742810308933258
53,0.006702692247927189,0.35656630992889404
54,0.006845227908343077,0.19273854792118073
55,0.006918378174304962,0.29751086235046387
56,0.006757685914635658,0.27545061707496643
57,0.006362481042742729,0.19348715245723724
